ï∂éöâÊëú,ê≥âï∂éö,îFéØåãâ ,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
data/test/margin_2\a-1\eleven_q1_2_0.png,q,g,1.923574018292129e-05,2.1275744074955583e-05,3.0908752250979887e-06,7.549681413365761e-06,4.999125667382032e-05,1.2878303095931187e-05,0.991939127445221,3.242006414438947e-06,4.232383162161568e-06,1.8441372958477587e-05,3.1946490253176307e-06,6.211721483850852e-06,1.7726937358020223e-06,9.164128641714342e-06,1.607632657396607e-05,1.3350905646802858e-05,0.00770282419398427,3.7955128391331527e-06,3.306556391180493e-05,2.8651276807067916e-05,6.5026242737076245e-06,1.541349433864525e-06,3.7011952827015193e-06,9.420974720342201e-07,7.72207640693523e-05,1.2806252925656736e-05
data/test/margin_2\a-2\none_q1_2_0.png,q,g,9.88618194242008e-06,5.27083011547802e-06,6.634942337768734e-07,2.055382765320246e-06,6.10907136433525e-06,9.607078027329408e-06,0.5537509918212891,1.7349407244182657e-06,1.9183339645678643e-06,3.074902451771777e-06,1.0023624099630979e-06,2.4619307623652276e-06,6.306597697403049e-07,6.0155057326483075e-06,4.4292110032984056e-06,1.0956067853840068e-05,0.44614502787590027,6.242457288863079e-07,1.1941591765207704e-05,2.430258973618038e-06,1.7282673070440069e-06,4.358033152129792e-07,1.6744713775551645e-06,2.326222414694712e-07,1.5433493899763562e-05,3.717167146533029e-06
data/test/margin_2\a-2\two_q1_2_2.png,i,j,4.7931889568531005e-09,2.9805953261075047e-09,2.634240880983185e-10,2.5521348590018533e-08,6.636364791035021e-10,1.3887479610730225e-07,1.6855355511324888e-07,8.776612325789301e-09,0.0003907203208655119,0.9996079802513123,9.597281858120255e-10,5.505663125404681e-07,2.232388274236996e-09,1.4652065116749213e-09,2.4829103217882675e-09,5.625455656854683e-10,8.085236369304027e-10,1.5271872655375773e-09,1.699610976402255e-07,4.462014047135199e-08,1.733808119297464e-08,1.7933748708287567e-08,4.208607684574872e-09,5.9207403424466065e-09,4.419501209440568e-09,6.881032987848812e-08
data/test/margin_2\a-2\two_q2_1_0.png,f,t,3.641664761744323e-06,1.5052361845846463e-07,5.429348082230945e-09,3.4261682912983815e-07,1.3533762057704735e-06,0.008569568395614624,1.374455393943208e-08,2.697351817460003e-07,1.0218175638954108e-08,8.049783417618528e-08,7.956793410812679e-07,3.2606987332428616e-08,4.236251349709619e-09,6.548753761492776e-10,2.7236868316293794e-09,2.8853662570327288e-08,2.07729500267817e-09,3.6455599428109053e-08,8.454878575037128e-09,0.9914231896400452,7.37116812032923e-10,2.359123452144729e-10,1.5931975738681103e-09,4.361539254205127e-07,1.0789458215754166e-08,2.8001581497960615e-08
data/test/margin_2\b-1\eleven_q1_3_4.png,e,c,2.8354673986541457e-07,3.92581744890208e-09,0.9999129772186279,8.080399460652643e-09,8.556836110074073e-05,1.0766074254320301e-08,1.2922789949243452e-08,8.912927340620769e-11,3.614434973542302e-08,5.575886627418036e-11,2.218563111000549e-09,2.0975787151655823e-07,1.0017047191723805e-09,7.391875112006119e-09,1.6372517563922884e-07,1.1336844796261403e-09,4.527862973446872e-09,2.0734042038839107e-07,8.005739715599702e-08,5.4291390938487893e-08,2.296671652857185e-07,1.2055322429205262e-07,2.4264996678624584e-09,1.8662504874811248e-10,7.148118902344791e-11,7.412332081457862e-09
data/test/margin_2\b-1\eleven_q2_1_1.png,i,t,5.196762504056096e-05,2.6074605557369068e-05,2.6990010155714117e-05,2.0286155631765723e-05,0.0001911123254103586,0.002049421425908804,2.21139780478552e-05,7.101283699739724e-05,0.004432251676917076,6.483445758931339e-05,6.380354898283258e-05,0.00025617179926484823,2.109094384650234e-05,2.6625319151207805e-05,1.5392426575999707e-05,5.694359424524009e-05,0.0005087190656922758,0.0007148695294745266,1.322097705269698e-05,0.9900982975959778,4.707767402578611e-06,1.692159003141569e-06,9.336458788311575e-06,8.067255112109706e-05,0.00011130847269669175,0.0010610453318804502
data/test/margin_2\b-1\none_q1_1_0.png,s,f,4.712478016699606e-07,7.462831463911357e-10,3.1174593459581956e-05,1.638509883328254e-10,1.254391701621671e-08,0.9914695620536804,7.174885130467601e-09,1.4103840317858385e-10,8.509873916651145e-10,7.224923437298969e-10,1.4223015654124538e-08,8.729894585002285e-10,3.6969545480491917e-11,1.1916191124117237e-11,6.439018762627313e-11,2.6748783188423886e-09,6.562586585268093e-11,4.961987087881425e-06,0.008493754081428051,1.5412037202011675e-09,9.9708935552556e-11,8.105660587176544e-11,2.5268001579981103e-10,7.453215822295078e-10,1.015596079456671e-10,1.1018515266858486e-10
data/test/margin_2\b-1\none_q2_1_2.png,v,c,2.5207522412529215e-05,2.842619721832307e-07,0.9222473502159119,3.829277829936473e-06,0.0007038843468762934,2.6827806323126424e-06,1.045543399413873e-06,9.263799682912577e-08,2.0429768028407125e-06,1.1449896675230775e-07,1.3374566378843156e-06,2.7002670321962796e-05,9.607061883798451e-07,4.347200956544839e-06,4.629321847460233e-05,1.5309117316064658e-06,7.856093020564003e-07,0.06825050711631775,1.7353400835418142e-05,1.4699638768433942e-06,1.1011500646418426e-05,0.008646686561405659,1.5004509350546869e-06,9.668353584402212e-08,3.1546176160190953e-07,2.2274548427958507e-06
data/test/margin_2\b-1\none_q2_3_2.png,w,q,0.03978147357702255,4.004295206527786e-08,2.3812434690739792e-08,1.036588400893379e-06,3.138353577014641e-06,8.441463528185977e-09,3.422425720600586e-07,5.6827662575642535e-09,2.712409852279052e-08,2.2409386346566862e-08,4.331449421357547e-09,6.0020601821975106e-09,4.5038746065984014e-07,3.826453848887468e-06,1.8813013014096214e-07,1.8205501106649535e-08,0.947468101978302,1.0652546400535812e-08,2.671765457762376e-07,1.3747790461593468e-08,2.705830581817281e-07,2.3120614400795603e-07,0.012739197351038456,3.6097205224905338e-09,8.757331748654451e-09,1.2939092357555637e-06
data/test/margin_2\b-1\none_q3_1_0.png,n,r,8.764577063245793e-13,7.960508282524521e-16,1.0860981168245298e-12,2.9667533620741926e-13,6.726436681953052e-12,4.0775241798469974e-13,1.732324678670183e-13,8.324478328880502e-10,5.717332125310462e-14,1.1070553331606623e-15,5.5016139213770465e-12,7.153292715111892e-12,1.3075356769531865e-12,8.512859750453572e-09,3.2009644009700763e-15,2.145998006033989e-12,4.6525568228768244e-14,1.0,9.849820882968513e-14,5.924021581442396e-13,9.221436785553701e-15,9.167188492684164e-13,2.3963932577132814e-14,6.0093912878094076e-15,2.140682379622727e-13,6.657425279051098e-15
