ï∂éöâÊëú,ê≥âï∂éö,îFéØåãâ ,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
data/test/margin_2\a-2\eleven_q1_2_3.png,c,o,0.007105702999979258,2.3943514406710165e-06,0.032294463366270065,3.5103763366350904e-05,0.001396013074554503,3.545630988810444e-08,0.0001335372362518683,9.893564190122106e-09,3.206550331924518e-07,7.443144767194099e-08,1.0987090404146471e-10,8.575549145461991e-06,3.3349455141884476e-11,5.6975175539264455e-05,0.957992434501648,3.3310921025986318e-06,0.0007890604319982231,6.0167792980792e-05,9.150685400527436e-06,6.83576290612109e-05,4.399837416713126e-05,1.9437305809333338e-07,6.242087402519303e-10,2.786236130702946e-09,2.5509697465508907e-08,1.4439923701203838e-09
data/test/margin_2\a-2\eleven_q3_3_1.png,n,h,5.420617526397109e-06,2.4719627162994584e-06,8.509264473599565e-12,9.084672569770191e-09,1.8610446517186574e-08,3.662685710281721e-09,2.5471476874372456e-06,0.6165797710418701,2.1453315923736227e-07,9.655861532564813e-08,3.571723937056959e-05,5.651875056855715e-08,2.4908509658416733e-05,0.38268759846687317,5.5713979207894226e-08,1.3509304608305683e-07,3.41993910524252e-07,0.0006589912227354944,2.5143890525214374e-08,2.9122853106855473e-07,1.4337472009628982e-07,2.4472022630561696e-08,2.223419670599469e-07,6.603919189274166e-08,7.929969001452264e-07,2.7620282797014006e-11
data/test/margin_2\a-2\none_q1_2_1.png,u,a,0.9548872113227844,8.268544604561612e-08,8.792948733571393e-07,0.00036149017978459597,2.629248456287314e-06,2.3179247410354265e-09,0.0014345623785629869,5.873812369827647e-07,4.928520411340287e-06,1.1341677463860833e-07,1.8504550114428753e-09,2.049203249043785e-05,2.3555688954957077e-08,1.2044656614307314e-05,4.3390755308791995e-06,1.7577711855509826e-11,0.008047227747738361,8.693474455867545e-07,2.0908977660383243e-07,8.233572046378868e-09,0.03522053360939026,9.839842505243723e-07,2.8041998234584753e-07,2.031395496260302e-07,2.166768808820052e-07,1.4991805130648572e-07
data/test/margin_2\b-1\eleven_q1_3_4.png,e,c,0.0003843713493552059,3.513507067509636e-07,0.8534124493598938,3.7383579183369875e-05,0.14570404589176178,5.476708793139551e-07,8.569902274757624e-05,2.5545622506228938e-08,3.041440947981755e-07,3.1301240710490674e-08,2.9952543223465966e-10,0.00011119317059637979,4.444938497272233e-07,1.692014848231338e-05,2.3544926079921424e-05,9.590158001060445e-09,3.3002111194946337e-06,2.3054693883750588e-05,0.00018221187929157168,1.4582358289771946e-06,6.538383331644582e-06,7.35082039682311e-07,4.809368419955717e-06,1.322632225964071e-09,1.8987580396867543e-09,7.343337529164273e-07
data/test/margin_2\b-1\eleven_q2_1_1.png,i,t,3.221263250452466e-05,1.0496338290977292e-05,7.951266525196843e-07,1.0810973435582127e-05,1.3375028174777981e-05,0.0046861059963703156,0.00020926193974446505,0.001278674928471446,0.05286860466003418,0.016741149127483368,9.668475513535668e-07,0.0008569868514314294,3.037986306964058e-09,0.00011689278471749276,1.0782770232253824e-07,1.960539066203637e-06,0.000301513122394681,0.002744299126788974,7.218108294182457e-06,0.9190468192100525,1.1467772310425062e-05,1.2365136171865743e-05,2.480925014036739e-11,2.2129916033009067e-05,0.00010626352013787255,0.0009194810991175473
data/test/margin_2\b-1\none_q1_1_0.png,s,f,3.426120656513376e-06,4.830133093491895e-07,0.04587501287460327,8.178226380550768e-06,0.003764471272006631,0.7065623998641968,0.0009721159003674984,1.0279910611643572e-06,1.0383619155618362e-05,1.731983502395451e-06,1.596827701177972e-06,0.00019784571486525238,2.2223607842875026e-08,1.2912280453747371e-06,1.0558745771049871e-06,2.9475537303369492e-05,0.00026582254213280976,0.003965679090470076,0.23817619681358337,0.0001577410293975845,2.2561086332473224e-09,1.1826852386320752e-07,6.270094665694614e-09,3.802662604357465e-06,1.5451028900770325e-08,6.664371454689899e-08
data/test/margin_2\b-1\none_q2_3_2.png,w,q,0.0026866518892347813,9.466677219904795e-09,1.328574056325138e-11,7.760979201520968e-07,1.0009135849031736e-06,8.444142086949658e-12,5.136905383551493e-05,2.8723321499057874e-09,9.282024454604354e-11,1.0937316330394964e-10,3.1916667659476206e-13,1.6713813666413557e-10,4.555192667510255e-09,5.783103915746324e-06,3.973736339979439e-10,1.255378379028116e-07,0.9969764947891235,2.1395750948727255e-08,3.1786360210617204e-09,1.6633836530388635e-09,2.397240314166993e-05,7.758085303066764e-07,0.0002529751800466329,1.5192085089932306e-10,1.1277858646963068e-09,3.86338383506768e-09
data/test/margin_2\b-1\none_q3_2_1.png,t,f,3.0318605581669544e-07,1.1956907686183627e-09,5.832316407605731e-09,2.8745936186957977e-10,6.333259989332873e-06,0.9943100214004517,1.7971334420607832e-09,5.761768306911108e-07,3.286593219797851e-09,6.176946243385828e-08,5.469708526106842e-07,1.5032812328286127e-08,6.675740515937889e-11,3.319398800272211e-08,3.888379201955061e-12,4.997885127977497e-08,1.9305462117813477e-08,2.31010494644579e-06,3.514642049617933e-11,0.0054529327899217606,1.682953776338536e-11,3.306628929000688e-11,2.7987210327582758e-14,0.00022678125242237002,6.96109628273156e-11,1.7070886371151062e-10
data/test/margin_2\b-1\none_q3_3_1.png,n,a,0.6248572468757629,6.224901483165013e-08,1.007360417304426e-08,1.405930561304558e-05,7.63786883908324e-05,2.534134864617954e-06,0.030715813860297203,0.0005350028513930738,6.659290647803573e-06,1.9187206490300923e-08,5.4612512030871585e-05,5.2800608330016985e-09,0.0004848144017159939,0.07681020349264145,7.827215320332925e-09,3.4661356039578095e-05,0.16304276883602142,0.1024927943944931,1.3031881280767266e-05,5.464144578581909e-06,1.1443791663623415e-05,3.223295053089714e-08,0.00029701978201046586,0.00044241471914574504,3.565209283351578e-08,0.00010287416080245748
data/test/margin_2\b-1\none_q3_3_4.png,y,g,7.601494144182652e-05,1.9558412986953044e-06,6.917031214470626e-08,4.638173049897887e-05,6.844900781288743e-06,7.902783494273535e-08,0.9770551919937134,6.161956207506591e-07,2.55406074067821e-09,2.0183122614980675e-05,1.7301037989400636e-12,5.936661651162467e-08,2.4106803220291795e-09,3.503878929222992e-07,2.952995373561862e-06,2.4878026749775017e-08,0.001736267120577395,1.047119901897986e-08,9.731693353387527e-06,5.627972541333293e-07,3.8008334257710885e-08,3.541940895956941e-05,6.347388392669018e-08,3.1297839875321642e-09,0.02100568823516369,1.6426477031927789e-06
