epoch,acc,loss,val_acc,val_loss
0,0.6768159850642407,1.0508136041401044,0.8588218064636033,0.4623907518730332
1,0.8338611650129975,0.5257657276420047,0.8844872404885424,0.36244482669443445
2,0.8571467799303781,0.4462883175008619,0.8936220846931915,0.3278075345312013
3,0.86730677700137,0.40660057282432976,0.8995350199080402,0.30766073251854725
4,0.8753615494584127,0.37892420228701773,0.9027386226055409,0.2949240005107328
5,0.8805925749599381,0.3608134032578958,0.9081755939936405,0.27457608120422583
6,0.8847389521429645,0.3454784359164394,0.9127521693403176,0.26564178176815356
7,0.8876771134471778,0.33473996627988956,0.9124958811259142,0.25969117848606377
8,0.8906473108000144,0.32556563785798653,0.916889393283356,0.2478059357737943
9,0.893402409098304,0.3174148342263121,0.9164683484578959,0.2472660623419068
10,0.8953566067484059,0.3095061990747133,0.9183355911541058,0.24123395613217674
11,0.8962856515343472,0.30514120238229625,0.9189580053803564,0.23971174591003472
12,0.8979698312333627,0.29922053218979017,0.9176033391129533,0.23816445652076737
13,0.8991322813355987,0.29560808908719827,0.9206604913847652,0.2335931271913657
14,0.9012924248679103,0.290091720766051,0.9200380771585147,0.2320907728415304
15,0.9016127851380967,0.28703236451795117,0.9197268700322957,0.2329329892256999
16,0.9025281001677147,0.2843823424160504,0.9225094277799464,0.22746560868556823
17,0.9027065866005634,0.2815448933400723,0.9232965987416436,0.22583935092016905
18,0.904317541106375,0.27825125028085573,0.9236078058591334,0.2242494091973687
19,0.9043907663192193,0.2781696105301893,0.9229304727210673,0.22411565202575198
20,0.905109288601866,0.2741303492551738,0.9246695713100755,0.22093700773175728
21,0.906354117091466,0.2716788155599685,0.9252004540399111,0.2191667738661284
22,0.9059330721481627,0.2709088495936645,0.9237908688694215,0.22304868915911774
23,0.9064868377651957,0.2683865958199735,0.9253102918548132,0.21611133969880222
24,0.9065737926950825,0.2675094128242063,0.9238457876743054,0.22094405246752932
25,0.9065875224295833,0.266785840263991,0.9238640939753342,0.21995485913651816
26,0.9079467652613322,0.2643921379573752,0.926207300605225,0.21346195937686954
27,0.9083083147066513,0.26249967295385546,0.925420129652257,0.2151348070142183
28,0.9088620803367781,0.26167891592925396,0.9270127778417637,0.21270501712910736
29,0.9086378281448105,0.2614665662243292,0.927342291179538,0.21422642767232947
30,0.9091778640273428,0.2587080739682131,0.9267747959371183,0.21269402824915373
31,0.9094753413972382,0.258541022368288,0.9272690660561671,0.2098074131930834
32,0.9105279537282178,0.2566840338363479,0.9276718045980566,0.2104456434658881
33,0.9095714495103737,0.25562339672841355,0.9270310841515217,0.21143912029780065
34,0.9099696115381098,0.25758407561219837,0.9277633361032007,0.21133132713956965
35,0.9108986563153222,0.2538649512208883,0.9271592281605208,0.21143518213034157
36,0.9107338996126098,0.25406490601030457,0.9264269761193682,0.21400244958469336
37,0.9111549445406371,0.2523976653313482,0.9278182550783024,0.20866607664832829
38,0.9106698275393683,0.25310062661827565,0.9275802731823861,0.2088767783621869
39,0.9114661516624915,0.25091060019484795,0.9281294622132505,0.20900196973334664
40,0.911150367943557,0.2501772052483256,0.9294841284893828,0.20546675676321924
41,0.9124821513630438,0.24919446915845295,0.9280928496024637,0.2076783611744722
42,0.9110176472610981,0.2501062513995196,0.927195840860781,0.21150862074191176
43,0.9124546918940423,0.24856783813108735,0.9289532457508181,0.20385100911147896
44,0.91276132246028,0.24838021697436066,0.9286420386333282,0.20571603092963356
45,0.9124135027450971,0.24680965327685822,0.9268663274422624,0.20797014702476332
46,0.9133471240801083,0.24672648963272492,0.929209533884477,0.20468573859207312
47,0.9122578991754408,0.24788506705557656,0.9291729212736902,0.20299928018073313
48,0.9128894665478412,0.2460764571186895,0.9275802731016417,0.20765334388920204
49,0.9128665836759198,0.24574041137546743,0.9287884890502879,0.20131633568557708
50,0.9131640610829139,0.24432563463998147,0.9291546149813906,0.20616257374288746
51,0.9143722769268106,0.24268273195073217,0.9303079120269503,0.20306022747779884
52,0.9131182953019722,0.24528696808231723,0.9282942188243072,0.2079418840682158
53,0.9129535386036243,0.24508051846306095,0.9295390472942665,0.20424761661306792
54,0.9140290337825203,0.24269284042263967,0.9274887415877685,0.20595628659718992
55,0.9129626917759616,0.24424557968370167,0.9284406693220112,0.20385683542349683
56,0.9133059349158872,0.24287482255180703,0.9293010654790946,0.20510874388179778
57,0.9140885292652285,0.24270871816337278,0.9303628309387658,0.2004119717033414
58,0.9138459707809613,0.24225299197719294,0.9283308314263649,0.203880909074035
59,0.913548493389243,0.24262736959175096,0.9308387946760415,0.19951596949955339
60,0.9143951598052789,0.2409652216913795,0.9299600922179293,0.2004550182796016
61,0.9146651777650944,0.24059913044108863,0.9298136419079014,0.20191013757479745
62,0.9142166733724302,0.24042040689521055,0.9297953356068726,0.19991720427188156
63,0.914573646242492,0.24006555875571597,0.9298136419079014,0.20422907600324094
64,0.9150267271842261,0.23886771575781224,0.930381137141592,0.1989858939616861
65,0.9144088895245036,0.23981035498555286,0.9300333175202472,0.19956429404550385
66,0.9150633398102889,0.23855475126132294,0.9288251015541428,0.20376728243281028
67,0.9152784388561065,0.23677466339522574,0.9298502545099591,0.2019826175353591
68,0.9150770695120554,0.23807768513272692,0.9293193717801235,0.2006823960535521
69,0.9145461868127717,0.23837938835474842,0.9295939662868266,0.20002160082736142
70,0.9150175740468054,0.23782448417999524,0.9305642001606093,0.199277868413988
71,0.9158550873254204,0.23581550883894606,0.9301980741313038,0.20060103504238225
72,0.9155850693939745,0.23688219095347493,0.9304177497523788,0.20135561850719702
73,0.9154935378670077,0.23642785317056397,0.9283857503294513,0.20362674652803422
74,0.9158001684266985,0.23677468564358198,0.9300333174307737,0.19892938524332965
75,0.9163813934690874,0.23647405622772577,0.9290630834675174,0.2018591587743079
76,0.9159511953861812,0.23677166649908818,0.9305092813469964,0.1993595289459722
77,0.9156354117087101,0.23504319346532004,0.9310950829799184,0.19766308278924521
78,0.915745249499607,0.23612507309100256,0.9291912276641926,0.2019044291392409
79,0.9159008530910862,0.23492776402200508,0.930179767830275,0.20117949126756463
80,0.9156628711711647,0.23591935613008455,0.9299783986171607,0.1995069496995103
81,0.9161983304587993,0.23410241504088336,0.9299234796246008,0.2003691244757355
82,0.917246366192699,0.23295750729015421,0.9320287042341853,0.19634335575508616
83,0.9162120601758418,0.23289231314687225,0.9292644527788343,0.20239849087826497
