epoch,acc,loss,val_acc,val_loss
0,0.10211538507316548,3.1079416137475233,0.34730769579227155,2.4131948947906494
1,0.4076923086093022,1.9405573560641363,0.5830769309630761,1.4247752244655902
2,0.5795192323051966,1.3780356714358697,0.6707692283850449,1.0994649162659278
3,0.6545192301273346,1.1356761787946408,0.73807692527771,0.9207610533787653
4,0.692019229898086,0.9825076884948291,0.7769230741720933,0.7892031715466425
5,0.7245192321447226,0.8817040828558115,0.8003846131838285,0.6962467477871821
6,0.7466346185940963,0.8001804867616067,0.8076923076923077,0.6431920574261591
7,0.7693269229852236,0.7389211391027157,0.8330769217931308,0.563370617536398
8,0.7904807684513239,0.6739413210978875,0.8515384701582102,0.5160900423159966
9,0.7989423068670126,0.6329453535951101,0.8461538461538461,0.5084337706749256
10,0.8093269226642755,0.5998244629456446,0.860384620152987,0.45786645320745617
11,0.8187499997707514,0.5639981340903503,0.8646153807640076,0.44547398273761457
12,0.832980772623649,0.523226414162379,0.8807692390221816,0.39318543443313014
13,0.8363461563220391,0.5050261674019006,0.8861538538566003,0.3721324388797467
14,0.8455769236271198,0.4753004518839029,0.8869230838922354,0.36273923974770766
15,0.8551923116812339,0.45160200618780577,0.8926923091594989,0.340585952767959
16,0.8579807728528976,0.42914008177243745,0.8949999992664044,0.32210581463116866
17,0.8667307702394632,0.39663898600981784,0.9015384591542758,0.3028787695444547
18,0.8705769250026116,0.39080177534085053,0.9073076890065119,0.2903606559221561
19,0.8741346150636673,0.37168365487685573,0.9092307640955999,0.2879638648950137
20,0.8797115351145084,0.3591725439406358,0.9153846089656537,0.2647965974532641
21,0.8826923060875672,0.34490566758009106,0.9157692285684439,0.2568761626115212
22,0.8908653866786224,0.3286352653342944,0.916538458604079,0.25202776606266314
23,0.8920192294395887,0.32083743925278,0.9230769184919504,0.2375064526612942
24,0.893365380855707,0.3110476554586337,0.926153838634491,0.23343317554547235
25,0.8971153795719147,0.2945380104848972,0.9319230776566726,0.2245241907926706
26,0.9027884602546692,0.27391044251047647,0.9242307681303757,0.21681819970791155
27,0.9023076891899109,0.27916795301895875,0.9276923078757066,0.22174111811014321
28,0.9061538485380319,0.2716712218064528,0.9226923080591055,0.22419493014995867
29,0.9130769222974777,0.25455500844579476,0.9292307679469769,0.2093283854998075
30,0.9104807674884796,0.2577471985266759,0.9349999977992132,0.19831861899449274
31,0.9148076910238999,0.24635708160125291,0.9361538428526658,0.19476647216540116
32,0.915673078252719,0.23625396106105584,0.9334615423129156,0.19454796956135675
33,0.9128846124960825,0.2397667937553846,0.9338461527457604,0.19103524088859558
34,0.9192307728987473,0.22763310458797675,0.9403846126336318,0.18265299384410566
35,0.9170192296688373,0.22628119415961778,0.9438461477939899,0.1799562516120764
36,0.9227884618135599,0.21860738900991586,0.9396153825979966,0.1776751663822394
37,0.926923081278801,0.21006589339902768,0.9438461523789626,0.1679950774862216
38,0.9274038466123434,0.2046004178432318,0.936538462455456,0.18488593858021957
39,0.9256730755934348,0.20527902618050575,0.9434615327761724,0.1695884821506647
40,0.932115382873095,0.193443179417115,0.9399999976158142,0.16954751599293488
41,0.9281730777942218,0.1986833676122702,0.9403846126336318,0.17134316724080306
42,0.9321153863118246,0.18464740136495003,0.9442307673967801,0.15851701853366998
43,0.9361538451451522,0.17887847841932222,0.9434615327761724,0.1590527995274617
44,0.9328846152012165,0.1858315966450251,0.9465384575036856,0.16654786868737295
45,0.9345192313194275,0.17966366415986648,0.9476922979721656,0.15150972799612925
46,0.9423076888689628,0.15829665486056071,0.9473076921242934,0.15352611587597773
47,0.9424038426234171,0.16935521407196155,0.9523076827709491,0.14695376788194364
48,0.9392307652876928,0.1690195440672911,0.9526923069587121,0.14632312380350554
49,0.9426923027405372,0.15708054759754583,0.9515384481503413,0.1501925106231983
