ï∂éöâÊëú,ê≥âï∂éö,îFéØåãâ ,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
data/test/margin_2\a-2\eleven_q3_3_1.png,n,h,3.2885193377296673e-06,8.850295216689119e-07,1.586366522587923e-07,2.9587610583803325e-07,8.228085590644696e-08,8.677873779561196e-07,1.5839441402931698e-06,0.7945341467857361,3.935237600671826e-06,8.37726247482351e-07,6.748648593202233e-05,8.803189643913356e-07,7.557871867902577e-06,0.20354750752449036,8.007278040622623e-08,2.875786719869211e-07,3.1320876132667763e-06,0.0018152928678318858,6.688477469651843e-07,4.720840024674544e-06,2.4127307369781192e-06,7.192656426013855e-08,1.0522271622903645e-06,2.4336379738088e-06,1.7120387951763405e-07,1.4691109129216784e-07
data/test/margin_2\b-1\eleven_q1_3_4.png,e,c,3.1241019314620644e-05,2.7968967515334953e-06,0.9257071018218994,1.3926324754720554e-05,0.0739833265542984,1.288516841668752e-06,5.4175793593458366e-06,2.9015043878644065e-07,7.337016722885892e-05,1.5976524991856422e-07,6.5394492594350595e-06,1.5690779036958702e-05,1.7780453731575108e-07,1.5912175513221882e-05,4.5121938455849886e-05,3.5100122204312356e-06,1.4205133993527852e-06,1.7180600480060093e-05,2.9318778160813963e-06,1.2123495253035799e-05,3.9641203329665586e-05,1.3975165529700462e-05,3.733088362878334e-07,9.606093271941063e-07,3.709781992711214e-07,5.316594979376532e-06
data/test/margin_2\b-1\eleven_q2_1_1.png,i,t,5.7862863805935305e-11,1.6873592800781267e-10,8.075556889863833e-11,7.30967092410495e-11,1.0452581161723984e-10,1.3159547052055132e-07,5.67666746942308e-10,1.8530177392506175e-10,2.5623107191563577e-08,7.813965474667839e-09,5.119509260964605e-10,2.6305865818976315e-10,5.755332408569069e-12,8.627085851253824e-11,1.853705340268408e-12,4.08266198625995e-11,9.343435747322104e-11,1.7507879590539233e-07,4.728713601243051e-11,0.9999994039535522,4.249926690950978e-13,6.412116931170386e-12,6.557318923960942e-12,3.460073116912099e-07,6.512693939697556e-09,1.6059558127778928e-09
data/test/margin_2\b-1\none_q2_2_0.png,l,r,0.0002537094696890563,2.1915398974670097e-05,0.24717780947685242,1.2885622709291056e-05,0.0004456276656128466,0.0004901731736026704,0.0001661622227402404,9.985941869672388e-05,0.054871123284101486,0.00019976541807409376,0.000257431180216372,0.03994099050760269,7.150614237616537e-06,0.00041430466808378696,8.741165220271796e-05,5.5639164202148095e-05,2.429114465485327e-05,0.6534736156463623,0.0001100335648516193,0.0014289531391113997,3.340319381095469e-05,0.0003440213913563639,1.0188517080678139e-05,2.9916373023297638e-05,2.7845209842780605e-05,1.573871122673154e-05
data/test/margin_2\b-1\none_q3_1_0.png,n,r,2.766133547993377e-05,4.465019628696609e-06,6.5666977207001764e-06,1.0850665603356902e-05,3.2145580917131156e-06,6.278395449044183e-05,3.6518063097901177e-06,0.0008952030912041664,3.65830201189965e-05,4.644996442948468e-05,2.3828672055969946e-05,2.9483242542482913e-05,0.0002986788749694824,0.06076294556260109,1.4568375945600565e-06,0.0003640838840510696,1.3377754839893896e-05,0.9309989809989929,0.00012248035636730492,2.0475414203247055e-05,2.7853288884216454e-06,0.000291995209408924,0.005916276481002569,1.1170424841111526e-05,2.3644564862479456e-05,2.081112688756548e-05
data/test/margin_2\b-1\none_q3_2_1.png,t,f,1.223291467520663e-16,6.807477800931908e-16,9.155641595551592e-16,3.1948528464973997e-15,1.3087176741616302e-13,1.0,9.876634015845709e-13,2.513981590176323e-14,4.1140098021774565e-15,9.140388099182495e-13,2.148131499069006e-12,3.6080015521468625e-14,1.5014977185106638e-16,2.7415746658934978e-17,2.966703516302829e-16,3.6405798514715926e-11,1.5510793604373019e-12,7.878210074325348e-14,1.1941742896186963e-13,2.3683854877276644e-09,9.754338776351917e-18,2.062286601501112e-16,2.2392389641102523e-17,1.9764722356593184e-13,8.85160780122237e-15,5.11052087709521e-16
data/test/margin_2\b-1\none_q3_3_1.png,n,a,0.9999339580535889,1.5311400147766108e-08,7.315897931903237e-08,7.102659651536669e-07,5.668190397045691e-07,7.129651891091271e-08,1.8376238131168066e-06,2.789025899119224e-08,2.1610034650620946e-07,6.638231297984021e-08,7.213143504714026e-08,3.239544454913812e-08,9.058541763806716e-06,2.3564107323181815e-05,2.3757485223541153e-07,1.8441835436533438e-07,2.0305376892792992e-05,4.982823156751692e-06,1.6311113881783967e-07,1.1590084625368036e-07,1.2021659756555891e-07,3.959539185416361e-08,3.907929055912973e-07,1.7637360372191324e-07,4.052105317953192e-09,2.992162762893713e-06
data/test/margin_2\b-1\two_q1_1_1.png,i,j,0.00039215825381688774,4.094488758710213e-05,0.0002006728173000738,7.28418817743659e-05,0.00012536031135823578,0.0019186146091669798,0.0009028374333865941,0.00011397945490898564,0.4288743734359741,0.5607209205627441,0.00014243506302591413,0.00010676636156858876,7.345674384851009e-05,0.0007712604128755629,0.00013874877186026424,0.0001373081759084016,0.0001328935322817415,0.00027423648862168193,0.0016753855161368847,0.00036658698809333146,0.0003001479781232774,0.00045894269715063274,4.6064295020187274e-05,0.00017082429258152843,9.827939356910065e-05,0.0017439753282815218
data/test/margin_2\b-1\two_q3_3_1.png,n,m,0.06647085398435593,0.00020031553867738694,0.00034387563937343657,0.0016583059914410114,0.0008088271715678275,0.0007882543141022325,0.00033964094473049045,0.001258531236089766,0.0011756598250940442,0.001050202758051455,0.0004232813371345401,0.0005021961987949908,0.40526360273361206,0.11439765989780426,0.000264802627498284,0.0017490589525550604,0.0030543687753379345,0.006719858851283789,0.0027292778249830008,0.0007144041010178626,0.007829135283827782,0.0016097088810056448,0.3754790723323822,0.0005860055098310113,0.00030770243029110134,0.004275377839803696
data/test/margin_2\b-2\eleven_q2_3_0.png,p,f,9.895738003251608e-06,5.733743819291703e-06,2.1541418391279876e-06,8.065536349022295e-06,3.500175807857886e-05,0.6378500461578369,2.5089266273425892e-05,6.454532922361977e-06,5.45227976544993e-06,2.6309706299798563e-05,3.6283297959016636e-05,1.732833516143728e-05,2.1293531972332858e-05,5.921538559050532e-06,8.437443284492474e-06,0.3586254119873047,0.0002485778240952641,0.0028235267382115126,0.00010985202243318781,8.90234368853271e-05,2.711906574859313e-07,1.1549209375516511e-06,1.920072918437654e-06,1.3053794646111783e-05,1.6533504094695672e-05,7.203498626040528e-06
