ï∂éöâÊëú,ê≥âï∂éö,îFéØåãâ ,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
results\a-1\eleven_q1_1_0.png,s,c,5.241571216174634e-06,7.916544575437001e-08,0.9999700784683228,4.5687329475185834e-08,1.2177903272458934e-06,1.498591331028365e-07,1.7795279916299478e-07,6.822867271161215e-10,1.6212973719120782e-07,1.6206533337559392e-10,1.740241906134088e-08,1.4335242326524167e-07,3.4563021888978085e-10,1.3065918125221287e-08,4.4306668200988497e-07,3.2264508842416717e-09,1.3603977944143253e-09,6.7683131419471465e-06,1.5072184396558441e-05,7.983673100397937e-08,1.6311221884279803e-07,8.337568857541555e-08,3.3976153002157616e-09,8.647000893091672e-10,3.149617233688673e-10,1.3849589031167397e-08
results\a-1\eleven_q1_1_3.png,e,p,2.8957305886478935e-08,4.868622909270925e-07,3.5939700104847816e-09,9.039531789767352e-09,0.1355302333831787,6.81895744492067e-06,6.280401976255234e-08,2.592921190258668e-11,7.640409416254101e-10,1.6535942615192312e-09,9.71725255816125e-10,1.2643664604183869e-07,5.16629272695468e-09,5.883091702685306e-08,2.0272709377877618e-07,0.8644607067108154,5.863842744702197e-09,1.94249579976713e-07,4.74657014137847e-07,5.067677193437703e-07,1.8638290910644173e-10,1.8620216479803275e-09,6.823835385638688e-10,5.939063685289625e-10,3.0553857222059833e-09,5.519740220449876e-09
results\a-1\eleven_q1_2_0.png,q,g,2.5079680199269205e-06,6.249640591704519e-07,6.672617303138395e-08,1.5732578617644322e-07,1.1685808203765191e-05,1.114588030759478e-07,0.9999164342880249,2.0902861663785188e-08,8.345745072801947e-08,6.06221362886572e-07,2.5161057237710338e-08,1.7562528853432013e-07,2.118038189280469e-08,1.5341218784215016e-07,5.740562869505084e-07,1.2044722552673193e-07,6.266644049901515e-05,1.3934781861735246e-07,1.8113501027983148e-06,9.57536826717842e-07,1.1262626031793843e-07,1.6976411387759072e-08,4.1260726391101343e-08,3.6624960841891152e-09,6.493741011581733e-07,2.327103061361413e-07
results\a-1\eleven_q1_3_4.png,e,p,1.3563061784793717e-09,4.934783692789324e-09,6.194134788417571e-11,1.1148650891357192e-09,0.00014850133447907865,8.47909333856478e-08,5.081464693468263e-10,6.417477226711155e-13,9.452456178893343e-12,2.8300186846741404e-11,1.6930332136233517e-11,7.504205035147038e-10,6.365817595277434e-11,4.081874838135491e-09,9.207867179839013e-08,0.9998512268066406,1.1489433848765884e-09,1.1754212714265577e-08,1.3996462655541109e-08,3.787991254000644e-09,1.9492261537495947e-12,3.707635934380171e-11,4.743610452356828e-12,2.1972671945813538e-11,8.125219247423487e-11,6.819632358823213e-11
results\a-1\eleven_q2_1_3.png,e,p,8.571346654662193e-08,1.0097443947643114e-07,5.952077497539676e-09,1.0157475749394962e-08,0.3053620159626007,2.2049924552902667e-07,1.8987343253229483e-08,4.004476004265678e-12,2.483158678678876e-10,6.501239546707893e-10,2.1971803543241464e-10,7.432448967392702e-08,3.015422578300786e-09,1.2161260087850678e-07,2.549914370320039e-06,0.694633960723877,9.827008540241877e-09,6.398268936891327e-08,5.228101827015053e-07,1.7975921196011768e-07,1.3427585432435052e-10,1.1361449558933145e-09,3.8887371101026247e-10,1.4314460727860023e-10,7.269095325668218e-10,3.5719054380933812e-09
results\a-1\eleven_q3_3_0.png,e,p,2.933907339297548e-09,1.6242691458501213e-07,3.5329700276420795e-10,1.1339004402088904e-08,0.00030751884332858026,5.412113637248694e-07,2.1158365726137163e-08,8.252302487188334e-12,2.770073337376999e-10,5.429905414189307e-10,1.963624263190411e-10,6.601165392083885e-09,2.5746255127856443e-10,1.7631670345963357e-08,5.377556249186455e-07,0.9996910095214844,1.47768099978407e-08,1.3676354271296987e-08,1.1550230993861987e-07,2.1645584880047863e-08,2.4412437349408123e-11,5.133318214944893e-10,5.0887846020364336e-11,2.4483232108352126e-10,1.3365193396452923e-09,1.2227172607737202e-09
results\a-1\none_q1_3_0.png,m,r,3.6608184927899856e-06,3.546985638536171e-08,3.087458253503428e-06,3.6765768527402543e-06,2.8523254513856955e-05,1.2182583759567933e-06,1.36559390284674e-06,1.5020781575003639e-05,1.203480792355549e-06,3.7471230029950675e-07,9.229114539266448e-07,5.7645243032311555e-06,6.098497033235617e-05,0.10135955363512039,7.896971965237753e-07,5.138385859027039e-06,6.506914473902725e-07,0.8984760046005249,1.6064318515418563e-06,1.1988970982201863e-05,8.951907375376322e-07,1.1921360965061467e-05,8.01642102032929e-07,1.1641276387308608e-06,1.7748119489624514e-06,1.875808948170743e-06
results\a-1\none_q1_3_4.png,e,p,3.9534331364166064e-10,4.227016958679997e-09,5.387737478379506e-11,3.8961670001391724e-10,0.002775537548586726,4.4063000359528814e-08,8.912989790665904e-10,1.9199453225177132e-13,1.2402968409264137e-11,1.4646192245115763e-11,1.2845589175691785e-11,1.509836589086433e-09,6.04007122095851e-11,3.459954767137674e-09,2.7992339113325215e-08,0.9972244501113892,1.1938937616307044e-09,9.833097003308922e-09,1.1759722973181397e-08,1.530182647258016e-09,1.7465712036368597e-12,4.329094721589044e-11,5.514270463857773e-12,5.204263235636386e-12,5.802069241722663e-11,8.131355311302713e-11
results\a-1\two_q1_3_4.png,e,p,6.82957875142165e-07,1.7319289327133447e-05,4.7967638749923935e-08,1.201275949824776e-07,0.2608414888381958,1.2144178072048817e-05,1.175893430627184e-06,7.68353936031474e-10,1.3948173283040433e-08,2.3686309802428696e-08,1.2759710621423892e-08,9.488209684604954e-07,5.9559532417097216e-08,1.1864311773024383e-06,4.411978807183914e-06,0.7391026616096497,8.989799482606031e-08,3.750564587789995e-07,1.284773043153109e-05,4.266199994162889e-06,4.685296151052398e-09,2.8630550374941777e-08,1.57922439569802e-08,9.350832108623308e-09,3.268564086056358e-08,1.2228073842379672e-07
results\a-1\two_q2_3_2.png,w,n,7.359389542216377e-08,1.3900847486980616e-11,3.5144699650491162e-12,6.148542297523818e-08,3.651781455005221e-08,9.648576425672073e-13,2.2938519139703573e-11,2.8800081763868945e-10,6.272900254788993e-11,3.221028305189222e-11,1.0652087935672516e-12,1.167442705007904e-11,1.8170950397689012e-06,0.7526671886444092,1.458798359887936e-11,2.5693600025356034e-11,3.0811673212838286e-08,1.01715372236022e-10,1.1722143256065465e-09,5.574063433044785e-11,7.439066251890836e-09,2.976354664951941e-07,0.247330442070961,1.1863640625442429e-10,1.0953416125503157e-11,6.362015625427375e-08
