ï∂éöâÊëú,ê≥âï∂éö,îFéØåãâ ,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
data/test/margin_2\a-1\eleven_q2_3_1.png,o,d,0.00018665085372049361,0.00015313252515625209,9.76781393546844e-07,0.9208247065544128,9.399891496286727e-06,1.4233461342882947e-06,2.6064001303893747e-06,7.640275612175174e-07,1.6831024822749896e-06,4.713654561783187e-05,3.617349477735843e-07,1.512269818704226e-06,6.363121087815671e-07,1.1321438250888605e-05,0.07859209179878235,8.428913861280307e-05,2.0077903172932565e-05,8.649306550978508e-07,7.401104539894732e-06,2.5449222448514774e-05,1.21199564091512e-05,7.851162081351504e-06,1.5207855312837637e-06,1.1984118373220554e-06,2.3393072297039907e-06,2.4676689918123884e-06
data/test/margin_2\a-1\two_q2_3_1.png,o,d,8.909645657695364e-06,4.788325895788148e-06,4.4562305845374794e-08,0.768012285232544,7.820566452210187e-07,4.6937991271533974e-08,6.609842273519462e-08,1.7719441913754963e-08,1.3438062218540381e-08,6.33837271379889e-06,6.288725540315454e-09,2.4638902473839153e-08,4.2184868931371966e-08,1.1922553539989167e-06,0.231929212808609,2.364120700804051e-05,1.6000275309124845e-06,2.7789212708739797e-08,1.75825186943257e-06,5.929009603278246e-06,2.2209437702258583e-06,6.283097491177614e-07,5.76426160137089e-08,7.215538744276273e-08,2.928266269464075e-07,7.962734116517822e-08
data/test/margin_2\a-2\eleven_q3_3_1.png,n,h,1.0836576080919258e-08,1.5306612866083924e-08,1.9128256270595223e-11,5.401332270338344e-09,3.1372763942272286e-08,1.6136497693608476e-09,6.680331288144714e-10,0.7211121320724487,1.8004757684764172e-09,2.2779460262523088e-10,7.744462848791045e-09,1.8869399376342244e-09,2.1147371853658115e-08,0.27888768911361694,1.8440579618861364e-10,3.661790315412361e-10,5.301934891122073e-09,1.3793731490352457e-08,3.6717953122433755e-08,7.32982075035693e-09,3.949598692543077e-08,1.5214270121521878e-10,1.5777532169636288e-08,2.58017571752589e-08,1.2299883334065953e-09,6.114863726480735e-09
data/test/margin_2\a-2\none_q3_1_0.png,n,h,8.108157771857805e-07,7.909266628303158e-07,1.5308623702026125e-08,3.0396259376175294e-07,8.354109922947828e-06,1.2152423778388766e-07,8.049998712067463e-08,0.7056123614311218,3.1247901688402635e-07,2.0997493521690558e-08,9.154685471912671e-07,5.733562034038187e-07,2.0639238300645957e-06,0.2943284809589386,4.760218885735412e-08,4.8712454514543424e-08,3.7955737752781715e-07,3.668993304017931e-05,9.131944693763216e-07,2.855805860235705e-06,1.4768030496270512e-06,3.749417132326016e-08,9.70145606515871e-07,7.195949365268461e-07,1.862437670752115e-07,4.4479361349658575e-07
data/test/margin_2\a-2\two_q1_3_2.png,y,r,3.1675489253757405e-07,5.249834202913917e-07,2.986813001371047e-07,1.6675405277055688e-05,1.0702550753194373e-05,9.238108873432793e-07,9.583590326656122e-06,9.121948096435517e-06,3.2630757687002188e-06,2.690237351998803e-06,1.2882320561402594e-06,0.0002284305082866922,2.9700076993322e-06,9.479366781306453e-06,7.112298590072896e-07,7.14542420610087e-06,1.3863680123904487e-06,0.8685978651046753,2.9170935249567265e-06,0.0025045943912118673,2.2085444584263314e-07,9.053999747266062e-06,3.469415617018967e-07,2.0638785827031825e-06,0.12857535481452942,2.026180709435721e-06
data/test/margin_2\a-2\two_q2_1_0.png,f,t,0.00020346557721495628,5.5625718232477084e-05,2.3498635073337937e-06,6.532476982101798e-05,0.00026545976288616657,0.3895665109157562,3.87325007977779e-06,2.898998536693398e-05,3.1781614779902156e-06,1.2547320693556685e-05,0.0003106911026407033,7.5948105404677335e-06,1.2921161669510184e-06,4.5145350213715574e-07,7.391938652290264e-07,1.3731026228924748e-05,1.2564161124828388e-06,5.493591288541211e-06,2.3569084532937268e-06,0.609369695186615,8.074967468019167e-07,4.902968271380814e-07,9.795986670724233e-07,7.090091821737587e-05,2.5882020509016e-06,3.665270014607813e-06
data/test/margin_2\b-1\eleven_q1_3_4.png,e,c,6.029168275745178e-07,9.42084454891301e-09,0.9996833801269531,1.6502747612889834e-08,0.0003135628649033606,2.005707600005735e-08,3.3837746826748116e-08,2.591316605737859e-10,3.364429090879639e-08,2.198584508894541e-10,3.7749292580713245e-09,4.684884515882004e-07,1.6762750076892985e-09,1.5412854992291614e-08,3.048646419756551e-07,2.3052277864366033e-09,8.186892053174688e-09,2.8264557272450475e-07,2.9300346682248346e-07,1.5906140049537498e-07,5.618763339043653e-07,2.3770454049554246e-07,5.756342957852212e-09,4.997114388949342e-10,2.441184476786873e-10,2.5008707993379176e-08
data/test/margin_2\b-1\eleven_q2_1_1.png,i,t,2.988417975302582e-07,9.374159049002628e-08,1.0951332285458193e-07,1.9183288202384574e-07,2.6716379579738714e-06,0.0002646106295287609,8.015467756194994e-08,8.933568551583448e-07,5.750243303737079e-07,1.2800389015410474e-07,7.117844234016957e-07,3.2812479275889928e-06,2.997470360810439e-08,5.3038355929402314e-08,1.6287390991465145e-08,2.4992348812702403e-07,1.4048491436824406e-07,2.1514342734008096e-05,4.8616726644468145e-08,0.9996950626373291,6.993732259985563e-09,4.50085790859589e-09,1.564924723140848e-08,5.811385562992655e-06,2.896945034081e-06,6.156245717647835e-07
data/test/margin_2\b-1\none_q2_1_2.png,v,c,8.799732142961147e-08,1.2490050105284922e-09,0.9999721050262451,8.68624905336901e-09,2.151055923604872e-05,3.434074358210637e-09,6.856215151174183e-09,2.6448773726706065e-11,1.502264090902372e-08,5.874512681858235e-11,9.0124063767405e-10,9.695835956335941e-08,3.6910868805861696e-10,5.419266368988929e-09,1.4994358252806705e-06,1.0169165509665845e-09,1.9188091116006945e-09,1.9377307580725756e-06,4.622217986138821e-08,2.67482338500713e-08,3.5070763715339126e-07,2.2000945136824157e-06,1.4570296080762546e-09,6.725829615472634e-11,1.1217912709859945e-10,2.2781858621812034e-09
data/test/margin_2\b-1\none_q2_3_2.png,w,a,0.5480993986129761,3.731589970357163e-07,1.9132342288230575e-07,6.730344011884881e-06,1.2452610462787561e-05,5.5690819067422126e-08,1.169037545878382e-06,2.0978715653541258e-08,2.1821166740210174e-07,1.706983852045596e-07,1.933048032753959e-08,8.033026688281097e-08,8.363281267520506e-07,1.506830540165538e-05,8.305616461257159e-07,1.5811112064056942e-07,0.4473281800746918,1.1305503733183286e-07,7.428687354149588e-07,5.7680551890371135e-08,1.1842049616461736e-06,2.1884929992666002e-06,0.0045180488377809525,3.511659585342386e-08,2.8344006253178122e-08,1.1549194823601283e-05
data/test/margin_2\b-1\none_q3_1_0.png,n,r,7.918550537500124e-11,2.5639578893170423e-13,2.0629654928772112e-10,7.660384826468913e-11,1.0129916905299297e-09,1.6341194022939654e-11,1.9459392430754008e-11,9.067492534597932e-09,2.6654969897954572e-11,5.826029220688811e-13,1.5393185337497783e-10,1.4088965549774457e-09,2.0696576397138955e-10,2.0307711565692443e-06,9.745733950752844e-13,1.3714451796431604e-10,7.1274427332346235e-12,0.9999979734420776,2.777128874087431e-11,1.267076166211467e-10,2.1721350846465315e-12,5.241707068392998e-10,1.0567605818190273e-11,1.937863931822381e-12,3.6421286125909447e-11,4.182422203707903e-12
data/test/margin_2\b-1\none_q3_2_1.png,t,f,2.600159254573242e-10,1.8683984481099314e-12,4.408419809753816e-12,1.404248028621935e-12,1.2393108761443727e-08,1.0,6.158601406625053e-12,8.366711728817477e-13,2.8181452397385565e-12,1.9983348309438043e-11,2.5905892014899123e-11,3.409956128228031e-12,2.884512290482477e-13,2.2964974106393088e-14,4.7423909349769526e-15,1.0106426806544277e-10,8.849506956225273e-13,4.505911616048408e-11,3.121563120836446e-12,1.989328701768045e-08,7.702172910963381e-14,1.2537840130531514e-14,3.700642562027602e-14,1.9578930490760094e-12,3.392987320684042e-14,3.0307191218464924e-13
data/test/margin_2\b-1\none_q3_3_1.png,n,a,0.994162380695343,1.1486120001791278e-06,1.2513820593085256e-06,1.0184211532759946e-05,1.8408401956548914e-05,5.208656830291147e-07,0.00010331875091651455,5.018026968173217e-06,4.1272141970694065e-07,3.545017364103842e-07,7.558629704362829e-07,9.269942893297412e-07,8.524984878022224e-06,0.003420056076720357,1.7996510450757341e-06,9.094807751353073e-07,0.002200674032792449,1.7061202015611343e-05,4.674131560022943e-06,6.372347911565157e-07,1.895699097076431e-05,2.689581890535919e-07,1.2101629181415774e-05,2.104336317643174e-06,1.5418346777096303e-07,7.402885785268154e-06
