ï∂éöâÊëú,ê≥âï∂éö,îFéØåãâ ,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
data/test/margin_2\a-2\none_q1_2_0.png,q,g,1.2404285598677234e-06,4.6383485141632264e-07,4.0555924840646185e-08,9.098874897972564e-08,1.0075971204059897e-06,7.622573434673541e-07,0.868613064289093,1.3074942728508177e-07,1.644530698285962e-07,3.214996127098857e-07,6.46225402078926e-08,2.5580143869774474e-07,3.5631639860866926e-08,2.7283809345135523e-07,2.470216600158892e-07,5.886292910872726e-07,0.1313774138689041,6.522945739106945e-08,1.2753458804581896e-06,1.9033765852327633e-07,1.3522665653908916e-07,2.5288937166578762e-08,7.901682153033107e-08,7.856188588561963e-09,1.755024413796491e-06,2.7719968898054503e-07
data/test/margin_2\a-2\none_q3_1_0.png,n,h,5.509163656824967e-06,7.177195584517904e-06,1.0527742944077545e-07,1.1078733450631262e-06,3.1542549550067633e-05,1.2226070111864829e-06,4.50338518476201e-07,0.9709195494651794,8.999613783089444e-07,1.3204697779656271e-07,1.0130960617971141e-05,2.3915054043754935e-06,2.9379880288615823e-06,0.028920626267790794,1.349789613414032e-07,2.938810155228566e-07,2.2773508590034908e-06,7.106772682163864e-05,3.3328360586892813e-06,4.904355591861531e-06,5.8135451581620146e-06,2.233610700841382e-07,4.485321369429585e-06,1.7621732695261016e-06,5.072518547422078e-07,1.5039599929878023e-06
data/test/margin_2\a-2\two_q1_2_2.png,i,j,2.980058752655168e-06,2.4554358333261916e-06,5.004755507798109e-07,5.73774832446361e-06,4.0799346834319294e-07,2.054300239251461e-05,2.3003844034974463e-05,4.624884695658693e-06,0.2396695911884308,0.7600611448287964,9.362337891616335e-07,0.00014890244347043335,1.5979454701664508e-06,3.596042915887665e-06,8.835623361846956e-07,4.5618295985150326e-07,1.422046125298948e-06,2.818080020006164e-06,1.4838438801234588e-05,1.1392008673283271e-05,2.656134256540099e-06,1.6062433587649139e-06,9.38342452627694e-07,2.347896270293859e-06,1.1853198884637095e-06,1.344234715361381e-05
data/test/margin_2\a-2\two_q1_3_2.png,y,r,3.8923442957639054e-07,9.001682315101789e-07,6.402792109838629e-07,3.1624142138753086e-05,2.2415895728045143e-05,3.0578132736991392e-06,1.5056353731779382e-05,2.0415198378032073e-05,1.8526901612858637e-06,6.855407718830975e-06,3.5601765375758987e-06,0.0004201589908916503,3.3308401725662407e-06,4.553248800220899e-06,1.1356880804669345e-06,8.407299901591614e-06,1.2166377700850717e-06,0.6243121027946472,2.883412889786996e-06,0.04685250669717789,7.053100148368685e-07,7.525969976995839e-06,5.799598170597164e-07,5.144251190358773e-06,0.3282710313796997,2.000028416659916e-06
data/test/margin_2\b-1\eleven_q1_3_4.png,e,c,1.81078050331962e-07,3.1336901962220054e-09,0.9999524354934692,4.8165369470609676e-09,4.6358454710571095e-05,7.752274377992308e-09,5.183282247855914e-09,4.950182971863448e-11,1.7597505674871172e-08,1.9337963522159107e-11,1.5005785503063862e-09,2.5992932251028833e-07,4.99118024688272e-10,3.504616374883085e-09,5.2637346925621387e-08,5.949792880599603e-10,1.3121422837159002e-09,1.7585551859156112e-07,5.154270965590513e-08,3.860252562049027e-08,1.6817034520499874e-07,1.8756446706902352e-07,1.214190747944599e-09,1.2849868391562325e-10,4.713256521182707e-11,6.28518437295611e-09
data/test/margin_2\b-1\eleven_q2_1_1.png,i,t,2.8594800824066624e-05,1.9009627067134716e-05,3.569271575543098e-05,3.519025995046832e-05,8.299279579659924e-05,0.00087613525101915,9.780176696949638e-06,3.6364770494401455e-05,0.014375224709510803,2.831993879226502e-05,6.154616130515933e-05,0.015011738985776901,1.1634369002422318e-05,1.14334216050338e-05,4.226398687023902e-06,3.597227987484075e-05,0.0002047350280918181,0.0018676345935091376,4.978161996405106e-06,0.9668241143226624,2.7707276331057074e-06,2.520381030990393e-06,6.196261892910115e-06,0.00010333932004868984,0.00015971000539138913,0.000160110168508254
data/test/margin_2\b-1\none_q2_1_2.png,v,c,6.421838770620525e-05,7.163358077377779e-06,0.9356928467750549,6.798531831009313e-05,0.01604009047150612,1.625108052394353e-05,1.606368095963262e-05,7.10870722286927e-07,1.4069758435653057e-05,3.150983502564486e-06,7.3024143603106495e-06,0.0003610905259847641,2.9663473469554447e-05,2.0545268853311427e-05,0.0007745223119854927,1.5045783584355377e-05,4.745422302221414e-06,0.012992406263947487,0.00012638606131076813,3.5349112295079976e-05,0.00013500239583663642,0.03352674841880798,2.3772319764248095e-05,1.012052052828949e-06,6.77145453664707e-06,1.7037240468198434e-05
data/test/margin_2\b-1\none_q2_3_2.png,w,q,0.03293047100305557,7.631383880379872e-08,1.2290399808989605e-07,1.0966762147290865e-06,1.0271638529957272e-05,3.673203607945652e-08,9.257416877517244e-07,1.4391250857670457e-08,4.066230019361683e-08,1.1343623818049764e-08,8.136354701093751e-09,3.5171904499975426e-08,1.9820086549771077e-07,1.8478302081348374e-05,4.3818775452564296e-07,2.0802278299925092e-07,0.9669537544250488,6.045240752428072e-08,1.8042523208805505e-07,2.4592239356024947e-08,1.6134931968281307e-07,2.7539022084965836e-07,8.120092388708144e-05,1.830355245147075e-08,1.3714741342596426e-08,1.8781259996103472e-06
data/test/margin_2\b-1\none_q3_1_0.png,n,r,3.2830546614626144e-10,1.6248779665523072e-12,6.269205710118797e-10,1.6248702383592217e-10,5.0708339749405695e-09,1.7395811180431764e-10,1.376205815972753e-10,3.3582473690785264e-08,4.679082121761269e-11,3.100171378292438e-12,1.1171165104073566e-09,3.241386714591954e-09,1.184528253261874e-09,2.2907136099092895e-06,7.1133025685010676e-12,1.2223110301690099e-09,4.260734473571226e-11,0.999997615814209,1.0384679921537909e-10,1.143531824787658e-09,9.811555214123135e-12,8.281730301540335e-10,4.676574752449092e-11,2.053764970588734e-11,1.72766398409685e-10,3.029802103649004e-11
data/test/margin_2\b-1\none_q3_2_1.png,t,f,1.1591020027471033e-12,4.3937123633385616e-16,6.490443321411753e-15,2.296788599390751e-16,3.3350412709243216e-11,1.0,2.1676496386150053e-15,2.814642573424961e-16,1.93101679699765e-15,6.6159816510078396e-15,5.874476388190511e-14,1.3134776859230089e-15,1.6194485122537032e-16,2.899160099928424e-18,2.19204258193836e-19,9.843998039675908e-14,9.050804327669928e-16,1.2011965315646134e-13,1.2549844493218239e-15,3.238066759170266e-11,2.230211280340971e-17,1.5820531284621559e-18,1.0074000242531197e-17,5.769149874078512e-16,1.969865901912103e-18,9.06911691529177e-17
data/test/margin_2\b-1\none_q3_3_1.png,n,a,0.9632056355476379,2.2551889742317144e-06,2.5437511794734746e-06,1.9501041606417857e-05,2.450150714139454e-05,3.91799812859972e-06,0.0002484408614691347,1.2587025594257284e-05,1.2129028164054034e-06,8.262471737907617e-07,2.1812040813529165e-06,2.311478056071792e-06,2.4227190806414e-05,0.029122887179255486,4.201206138532143e-06,1.1637810530373827e-05,0.007141595706343651,9.070336818695068e-05,1.4675698366772849e-05,1.2902456774099846e-06,1.8301057934877463e-05,7.51635354845348e-07,1.3859415048500523e-05,1.14230588224018e-05,5.462295575853204e-07,1.7842965462477878e-05
data/test/margin_2\b-1\none_q3_3_4.png,y,g,4.2881746330908355e-13,1.7300636834596816e-12,4.919225579858759e-15,1.0369092737216867e-13,1.353787394686723e-11,1.5376583470047556e-13,1.0,4.015505799642412e-15,7.649770540055136e-15,9.55148200115774e-12,5.433280134668501e-15,3.237524587610882e-14,7.21210861620884e-15,5.600602514849347e-14,2.8508916147945706e-12,7.355031704124257e-14,1.701782048613154e-10,1.9310372528433262e-13,2.4986023666739854e-11,1.060425358634376e-11,2.646270518252142e-13,4.326520627764667e-15,2.5688603466091607e-15,8.682948506589226e-16,5.523386636951955e-09,6.195557847137045e-13
data/test/margin_2\b-1\two_q2_3_1.png,o,d,1.3855755298664008e-07,1.3109292922308668e-06,6.118578532721131e-09,0.971177875995636,4.242971272105933e-07,8.605518964088787e-09,1.2033364527042067e-08,9.04811947588513e-10,1.3417167377127726e-09,1.491211065740572e-07,2.908803475865085e-10,2.5368446898710317e-08,2.5005779669129424e-09,3.1776417586115713e-07,0.02873917482793331,7.860307960072532e-05,1.0097580798174022e-06,4.091007976825267e-09,7.225474263350407e-08,5.729822873945523e-07,1.514310632444449e-08,4.256103736111072e-08,2.259838094431643e-09,5.118185431030042e-09,6.761564463886316e-08,9.451907700963602e-09
data/test/margin_2\b-2\eleven_q1_2_0.png,q,g,1.9265429784809385e-07,3.931869585471759e-08,2.9675220059033336e-09,8.279760876916953e-09,6.712284772447674e-08,2.9898512110548836e-08,0.9998660087585449,2.4214250604615017e-09,5.148399484511401e-09,9.684143975619008e-08,2.672370991163575e-09,5.238999012391332e-09,1.0867168276362804e-09,8.256892947144934e-09,3.575197382588158e-08,1.0669979566557686e-08,0.00013311021029949188,3.521392510918986e-09,1.6224851151491748e-07,4.53147102064122e-08,1.0378947479239287e-08,7.095707355020409e-10,2.14543138810086e-09,5.129841551543279e-10,1.5919381723961123e-07,2.4324059211267013e-08
data/test/margin_2\b-2\two_q2_2_1.png,i,l,7.981039162885395e-10,4.60653604150707e-09,3.6359331101465386e-09,3.0203789691540806e-08,1.707211936263775e-07,2.823798528339694e-09,7.168131088697294e-10,2.2165316693190107e-08,5.541501195693854e-06,9.506333498165986e-08,9.041770665518811e-10,0.9999940395355225,1.437153174244088e-09,4.128138719750041e-09,4.7709690365049795e-11,2.185194247772415e-09,2.8646367500329006e-09,2.9228544917714316e-08,9.782415988368598e-10,1.0787653081933968e-07,3.2986594011852333e-10,6.864805612849523e-09,1.1729007765026722e-09,6.957908138538471e-10,2.6483555348733034e-09,9.406384560151082e-10
data/test/margin_2\c-2\two_q1_2_0.png,q,g,1.7480597307439893e-06,3.095912006756407e-06,2.1924148541074828e-07,6.151307161417208e-07,3.763031418202445e-05,1.6539883063160232e-06,0.9804933667182922,7.085710649334942e-07,3.6902301303598506e-07,2.7231349122303072e-06,2.0325290961409337e-07,3.063982876483351e-05,1.5402810049636173e-07,1.1006575277860975e-06,9.208430356011377e-07,2.9312761853361735e-06,0.01940010115504265,6.911366199346958e-07,3.1359268177766353e-06,3.1498550470132614e-06,2.3216105660139874e-07,1.49122513448674e-07,2.8780186767107807e-07,3.032992523799294e-08,1.290931959374575e-05,1.1645698805295979e-06
data/test/margin_2\d-1\eleven_q2_1_0.png,f,t,6.241917501940237e-15,1.2777612711526104e-15,5.159863325599631e-17,3.0443660084728853e-15,6.444142637042349e-13,1.1411148935491777e-11,3.5495685925277865e-16,3.8343170327172216e-13,2.8795234443000682e-15,6.190811345551175e-16,1.8349620325812388e-14,1.7291447475796008e-14,2.984910357155162e-17,8.283648043179586e-17,9.015612722602247e-18,7.920430389229591e-17,6.318620941055765e-17,2.885135489891222e-12,1.4520796987854798e-16,1.0,1.6925557729028086e-18,3.5497796828162554e-19,1.870590207694357e-17,9.4450261414053e-13,5.657767548732096e-13,2.2956698594498413e-14
data/test/margin_2\d-1\eleven_q3_1_0.png,n,h,1.8341989260761693e-08,2.4129633402480977e-07,2.235679696926951e-11,1.8904413590092872e-09,5.900248112311601e-08,4.887538818110215e-09,5.512368894677877e-10,0.9999969005584717,4.117461371855313e-10,2.7411992120640605e-10,7.01698823490915e-08,1.9885638025129992e-08,1.2119031334023589e-09,2.4984437914099544e-06,2.6185295251557328e-11,1.150318520992677e-10,2.163436541025021e-09,3.9948211849605286e-08,6.740952240846809e-09,9.27562737729204e-09,1.4402039560934554e-08,9.279546575591269e-11,6.91137325148361e-09,1.3001103527088276e-09,5.882330178508255e-10,9.008178647462728e-10
data/test/margin_2\d-1\eleven_q3_3_4.png,y,t,1.584557409329418e-13,1.3114838804794554e-13,2.6866434542984234e-15,3.8763932927281253e-13,1.4954260052491009e-10,3.5138729703731997e-09,2.761221359524023e-14,2.2672927771361095e-11,2.0510851995786047e-14,3.0623295782863935e-13,9.753787404490066e-13,2.8033289231621517e-11,1.051832300186413e-14,1.9208864100034306e-14,1.7233228360232378e-15,4.1375411397818335e-14,1.4552752788097624e-14,9.343079261647791e-12,2.925372956570117e-14,1.0,9.602205835673532e-16,2.521335974916682e-16,4.542741881177325e-15,1.524711190636907e-10,1.548861594535822e-09,6.231074684004412e-13
data/test/margin_2\d-1\none_q2_1_0.png,f,t,3.71418363901876e-18,1.287756328586202e-18,7.511494664449065e-21,3.876945486608981e-18,5.353535794332771e-15,2.1063276719589935e-14,2.8041678674549647e-19,2.081858541827064e-15,6.85295614551514e-20,1.2437398768431475e-18,2.2833690497899564e-17,3.4737242036394524e-16,2.9476894552231116e-20,2.1426447774733712e-19,6.7519336435915466e-21,6.102799618922723e-20,3.192395652927866e-20,7.362576078354685e-16,2.0773881112081507e-19,1.0,7.543968470711286e-22,2.807063712476723e-22,1.1220864952408076e-20,1.441699814001482e-13,3.402474767319648e-14,6.473226291497846e-17
data/test/margin_2\d-1\two_q1_1_1.png,i,j,4.7076662568201755e-09,2.4862002234726788e-08,1.3303578239032277e-09,1.8983985938803016e-08,1.1353376017098071e-09,4.65258523263401e-07,3.6500560440799745e-07,5.116520984671524e-09,0.40310460329055786,0.5968942046165466,3.78726383587491e-09,2.6345393422388952e-08,5.299052308060936e-09,8.68068283921275e-09,2.1889547952014254e-09,1.878106559161097e-09,5.505226052804346e-09,2.7045561346028535e-09,1.263049398403382e-07,9.3336769424468e-09,4.8475918390522565e-08,5.1191859640198345e-09,4.106773143774944e-09,3.826692296371448e-09,2.049433511785992e-09,9.009570334228556e-08
