ï∂éöâÊëú,ê≥âï∂éö,îFéØåãâ ,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
results\a-1\eleven_q1_1_0.png,s,c,1.2244005120010115e-05,7.91106984365797e-08,0.9907913208007812,4.604488276527263e-05,0.0008593993843533099,0.0019202143885195255,6.197133188834414e-05,4.901056854578201e-06,0.0002240803005406633,6.305345436885545e-07,6.0978971305303276e-05,5.5933061958057806e-05,9.808523060428342e-08,1.8817579984897748e-05,7.559158984804526e-05,4.363698735687649e-06,9.642818440624978e-06,0.004757789429277182,0.00025826413184404373,0.0008191551314666867,9.317715012002736e-06,8.918021194403991e-06,1.5429648669851304e-07,4.55366766516363e-08,1.2700115625818853e-08,6.121543805193141e-08
results\a-1\eleven_q1_1_3.png,e,p,5.292730565997772e-05,0.0001116598941734992,2.0472931282711215e-05,0.00019237298693042248,0.1928623765707016,0.0016369071090593934,6.628158735111356e-05,9.379650691698771e-07,6.541597485920647e-07,1.0066861477753264e-06,3.4884644719568314e-06,7.391791586996987e-05,2.202885651669817e-09,5.350231731426902e-06,0.0003297892399132252,0.8034557104110718,0.0003721264947671443,0.00043989979894831777,0.00029236439149826765,6.936994759598747e-05,2.123798248376829e-09,1.6923914714084276e-08,4.515136424743105e-06,9.959147746485542e-07,2.456122250027448e-10,6.848494194855448e-06
results\a-1\eleven_q1_3_3.png,b,h,1.4421083771587462e-10,0.002384509891271591,5.954267894708876e-12,3.482476806926371e-10,6.088265536163817e-08,1.837104496305031e-10,1.4806376610887462e-11,0.9976143836975098,1.6915163714159576e-10,3.7486222459470753e-10,5.483344125423173e-07,2.5477758791581095e-10,3.5117471153256474e-09,1.2449210373688402e-07,2.2009939443928817e-12,3.4243146512791256e-11,1.7824710457636783e-11,1.8115810007657274e-07,8.201556100928542e-11,2.6633960814592683e-08,3.803174095096118e-11,3.0840590498071307e-12,2.7727586893178113e-09,1.3012475541529511e-09,2.6610560976969566e-11,1.0745570232228996e-11
results\a-1\eleven_q1_3_4.png,e,p,4.0242045429295104e-07,2.993138237261661e-10,2.0235113497996116e-12,4.1843488673976026e-08,2.1756564819952473e-05,2.922254498116672e-05,1.3881909843860285e-08,8.10549405372285e-10,1.8447578187252844e-10,3.7524845453162925e-09,1.883907058131129e-10,1.7718763345442312e-08,2.554998313614165e-12,2.4942687915086026e-09,2.9256517208864352e-08,0.9999415874481201,1.741011459444053e-07,6.645186658715829e-06,1.3454237546284276e-07,1.006379779511235e-08,4.638087223313159e-12,1.8605816887173887e-10,2.031480983433198e-09,2.086803091438938e-10,2.191512596394496e-12,7.0142849861731804e-12
results\a-1\eleven_q2_1_3.png,e,p,6.182440756674623e-06,1.6230900428126915e-06,8.826569342090806e-08,2.2090902348281816e-05,0.045684561133384705,0.0005550875212065876,1.3068956832285039e-05,1.3608030258183135e-07,1.2634791879406748e-08,1.2040472938679159e-06,4.480140347595807e-08,1.1453271326899994e-06,1.7732930401859193e-10,2.802251515277021e-07,7.459086191374809e-05,0.9534915685653687,4.5864348066970706e-05,5.5914373660925776e-05,3.738387022167444e-05,6.293061233009212e-06,1.2658930570452753e-09,7.667277479583845e-09,2.8836527690145886e-06,8.863989364726876e-08,5.1654614613427796e-11,3.818321658854984e-08
results\a-1\eleven_q2_2_2.png,g,q,0.00019190681632608175,4.710683843001107e-09,1.5085181367946454e-11,7.852329986235418e-08,1.898217227846999e-08,1.335388050138775e-10,0.23347042500972748,2.0055546112729417e-09,9.53179224438827e-09,3.5345175675161045e-09,2.322304143437807e-16,9.083614713745192e-07,1.551731074363183e-12,9.957127389270681e-08,1.3960185469841235e-06,3.0772348225127644e-08,0.7646852731704712,5.212621001504658e-09,7.76994912854434e-10,2.3892136269410003e-08,2.9420863967288824e-08,4.6860062496989485e-08,1.8605535406605866e-13,9.35886958208787e-12,0.0016497238539159298,1.110214253863262e-09
results\a-1\eleven_q2_3_2.png,w,u,1.5084393680808716e-06,1.2957915629385752e-08,6.646453609704395e-09,4.63647964465963e-08,2.5671237580127126e-08,2.0539592162499565e-12,3.784065005785209e-10,0.00010863741772482172,1.4718840475325123e-06,4.719049586862645e-13,5.535873242479283e-06,9.269992773397462e-08,0.0011204042239114642,0.001117104198783636,4.830159276020263e-12,4.550465212971311e-11,1.5027517008547875e-08,8.83273605722934e-06,1.5028176036935292e-08,7.341985508446669e-08,0.992408275604248,3.5362899097890477e-07,0.00522720068693161,3.7001620967203053e-07,3.0368177306172583e-08,4.49082882426205e-13
results\a-1\none_q1_1_3.png,e,p,7.249306509038433e-05,2.7251983283349546e-06,2.790129292407073e-05,0.0001378582965116948,0.09337460994720459,0.01715639978647232,1.65743003890384e-05,1.7557278624735773e-05,2.026200860427707e-07,3.960306571570982e-08,5.583750862570014e-06,2.5189317966578528e-05,9.643522957958339e-08,7.854583964217454e-05,6.30477188678924e-07,0.8816303610801697,1.1142039511469193e-05,0.007408984936773777,5.21502170158783e-06,2.711380147957243e-05,2.1850353471020156e-10,6.864132179318361e-11,1.808184606488794e-07,5.779660909865925e-07,1.2344271655209682e-12,3.3658796638746935e-08
results\a-1\none_q1_3_0.png,m,r,6.829976882727351e-06,2.0130309918986455e-10,8.266037299087259e-10,4.7783505578991026e-05,2.3233061696714685e-08,5.460001517576529e-08,1.6314675121975597e-07,5.184832616578205e-07,3.4015158689726377e-07,9.57437587203458e-05,6.153239695549928e-08,1.8701227588735492e-07,0.01238552201539278,0.014038569293916225,8.886092972559823e-10,1.1862998361422683e-09,2.1298568242400506e-07,0.942103385925293,8.873632495465245e-09,0.03128194063901901,9.945910051101237e-08,9.20901402423624e-06,1.922728605019755e-13,1.3257806131150573e-05,1.61598563863663e-05,9.184494137448596e-11
results\a-1\none_q1_3_4.png,e,p,4.081531005795114e-05,0.0009628813713788986,2.695464172575157e-05,0.0002131735673174262,0.41103196144104004,0.0014170024078339338,0.00015447818441316485,1.1260331120865885e-05,2.224609545464773e-07,1.426864031373043e-07,4.0402013837592676e-05,5.3043870138935745e-05,1.4889655064465046e-09,7.704155905230436e-06,7.724951137788594e-05,0.5845743417739868,0.00029030561563558877,0.0008726564701646566,8.601999434176832e-05,0.00012565311044454575,3.2005151862080083e-09,9.044879512032367e-09,3.0541671094397316e-06,5.051805146649713e-06,5.784404066844218e-10,5.560993486142252e-06
