ï∂éöâÊëú,ê≥âï∂éö,îFéØåãâ ,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
./results\a-1\eleven_q1_2_0.png,q,g,2.5650376755947946e-06,2.8659751655224497e-11,9.503473563654552e-09,1.2988166098182319e-09,1.1779833641867299e-07,1.8048842420625988e-08,0.5629968047142029,1.8319707972835886e-09,6.2214726703757606e-09,6.039242883559837e-09,3.8587192387759886e-14,2.2634532115262118e-07,9.458513261506596e-08,8.272666107700388e-09,1.4821567617673281e-07,1.3000671117424645e-07,0.4368637502193451,1.0806742523072899e-07,4.873752459388925e-07,2.5392682748148765e-11,7.33283600506951e-10,4.969830769141481e-09,4.2807025285585e-12,1.5513120302235173e-11,0.00013518036575987935,4.0215994090431195e-07
./results\a-1\eleven_q2_2_2.png,g,q,4.923746033114185e-08,3.2765055859446113e-13,2.98964117351197e-11,1.8151716241199267e-10,6.877270664062962e-08,6.953063125259007e-10,0.012431622482836246,2.0017909552194624e-10,6.126952244167594e-12,3.924818369610561e-12,1.1099855989739354e-18,5.508493661210423e-10,1.4688652072436525e-08,2.414306834452873e-07,2.9518748334567135e-08,1.874726862638454e-08,0.9875670671463013,4.986234358739239e-08,8.43387315541122e-09,3.875967878900696e-14,2.973265245120871e-10,2.3521179448593443e-10,2.017010961464366e-13,7.217815924207439e-15,9.321221909885935e-07,2.5620983112872864e-10
./results\a-1\eleven_q2_2_3.png,h,b,1.616125722136985e-08,0.7103015184402466,4.987131367595321e-12,4.620679394662375e-09,1.3933207055970937e-15,3.31918204210524e-06,8.722627481416723e-11,0.2896692752838135,9.507261297669878e-12,4.78519268654054e-09,1.0106789716246567e-07,4.819161427338167e-14,1.507934999089855e-09,1.4739206299907437e-08,1.1579546186930162e-13,4.390582342139737e-11,1.7022942083722015e-11,1.2060966447791088e-08,2.570745891716797e-05,5.145751824642275e-09,2.544826127603983e-09,1.184998822158223e-13,1.185126130565095e-08,4.1814143814100646e-10,1.279097162389109e-12,5.793037924362032e-11
./results\a-1\eleven_q3_1_2.png,x,y,4.495466782827862e-06,1.408519612056125e-08,3.409296803202899e-11,1.5880750652286224e-05,1.6404289385207882e-11,3.068345904466696e-05,2.161531119782012e-05,1.111860936653386e-09,1.1767729152234452e-11,0.0006991199916228652,3.633325107443852e-08,1.1994963911021728e-09,5.108885758886572e-09,2.194098375207787e-11,3.807175928682849e-12,5.333447461453034e-09,2.863775080186315e-06,0.0015688019338995218,2.3933156626299024e-05,0.00013622177357319742,1.0014257201262922e-09,6.327763344415871e-07,7.586937263333315e-13,0.32322174310684204,0.6737097501754761,0.0005641633761115372
./results\a-1\none_q2_3_1.png,o,c,0.0012634421000257134,7.3964314672991804e-09,0.7582992315292358,1.404865088261431e-05,0.0004093636234756559,1.2746629352022865e-07,9.673067324911244e-07,3.2055059051572243e-08,2.9195945216997643e-07,1.109611291738588e-09,9.099744069374083e-09,1.4853098662115372e-07,1.868305787855462e-10,1.9175354282197077e-06,0.23997916281223297,3.1220622531691333e-07,1.4446867680817377e-05,8.43854422782897e-07,1.2541342584881932e-05,3.8414472669501265e-07,1.481488084209559e-06,3.763908011933381e-07,9.444782733680768e-09,1.2237478825422032e-12,2.1386870230344357e-07,8.130870696732018e-07
./results\a-1\two_q2_3_2.png,w,n,8.696515010342409e-07,1.135957404585497e-06,2.1110162229387441e-10,2.7324218443425252e-09,2.8017125078272365e-11,1.0600120607662245e-11,5.02501240617903e-09,0.001928986981511116,2.7956139625473497e-09,3.411830817867667e-10,4.151115007289263e-08,1.5864618507777095e-09,0.040941666811704636,0.8982779383659363,1.221361145553601e-07,7.584615227540503e-12,3.2583051279289066e-07,0.0022268928587436676,7.399562074184018e-10,1.3188788727802603e-08,5.649959433640106e-08,4.1034476794266084e-07,0.05662151426076889,8.377685351002029e-11,5.562826310701041e-10,3.171483122779359e-14
./results\a-2\eleven_q1_2_3.png,c,o,0.17294536530971527,3.9520678396520736e-10,0.017811043187975883,1.10430744371115e-06,0.00015161266492214054,1.8600432305504455e-10,4.2014838982140645e-05,9.871872069799892e-11,4.4325776382692084e-10,1.8630763598537214e-09,1.9362730006595302e-13,7.629927800678615e-09,5.165277094931753e-09,1.3040861631452572e-05,0.8089812397956848,5.15414910751133e-08,4.7957706556189805e-05,4.5066553155947986e-08,3.833118171314709e-06,3.1488622608899855e-14,2.007290959227248e-06,5.932491120574923e-08,2.4723403324600213e-09,3.226493846945379e-14,5.610979769699043e-07,6.686099229824549e-09
./results\a-2\none_q1_2_1.png,u,a,0.7688778042793274,3.51148381205757e-11,5.1109727792209014e-05,2.180647243221756e-06,8.723096470930614e-06,2.604435422881579e-08,3.5383617813522505e-08,6.584525147346199e-10,1.524895942850435e-08,2.5680400028704753e-09,2.8328093648610775e-08,1.7819867252910626e-06,8.485288560677873e-08,5.270949827718141e-07,1.6389283700846136e-05,1.4924547153682965e-09,9.196383325615898e-05,1.5458822133496142e-07,1.2116076675283693e-07,8.873317636215461e-10,0.2309078723192215,3.8820653571747243e-05,8.24153289613605e-07,1.8568178461464413e-07,1.7521340822668208e-08,1.4286883924796712e-06
./results\a-2\two_q1_1_2.png,z,y,0.0019185621058568358,3.280683884276936e-12,2.55736907206483e-08,6.4215287238766905e-06,3.370437040572938e-09,4.947028897639427e-10,0.061423566192388535,1.0107564741776431e-12,7.604363077007292e-07,0.005280795972794294,8.451212819837739e-13,9.896431407696582e-08,2.6324231683361177e-10,5.291341054203258e-08,4.533479568635812e-06,1.720612203826022e-07,0.03302709385752678,1.2734371068745531e-07,6.652382467109419e-07,2.029632989453134e-10,4.243753792820826e-09,5.028174200560898e-06,4.783763988235046e-13,5.880358422416521e-10,0.8981476426124573,0.00018443858425598592
./results\b-1\eleven_q1_2_4.png,k,t,7.587976913470129e-10,0.00960638839751482,1.0750833467909615e-07,2.9388744909875086e-11,1.7353670500597218e-07,0.02675299532711506,3.6525145130639203e-09,1.7312546333414502e-05,6.226206750170604e-08,3.995140929191621e-08,0.4323798716068268,4.575827772246299e-10,1.3892194772324729e-07,4.939853859298182e-09,1.245212682965402e-10,0.00024300628865603358,5.254516821651123e-09,8.062111010076478e-05,2.2333326796797337e-06,0.5308917760848999,3.1217396723182134e-11,1.6346064057870535e-08,8.708394894085814e-09,2.517774009902496e-05,5.705239303210874e-08,1.1699637925133288e-09
